Id,SalePrice
2211,124346.32
2212,112934.52
2213,101554.45
2214,125537.69
2215,112728.68
2216,150928.88
2217,102239.54
2218,85095.695
2219,81082.14
2220,88825.3
2221,290769.34
2222,231197.81
2223,280034.66
2224,220082.66
2225,139162.98
2226,195053.98
2227,192180.11
2228,264298.16
2229,245250.9
2230,150587.02
2231,229763.25
2232,179547.47
2233,167061.05
2234,251597.22
2235,207967.6
2236,268610.8
2237,340319.97
2238,212512.02
2239,144234.12
2240,159211.02
2241,153173.64
2242,128568.9
2243,125831.75
2244,107743.734
2245,104964.49
2246,141994.22
2247,111598.89
2248,121213.836
2249,121825.84
2250,134500.2
2251,111707.945
2252,174594.81
2253,154034.17
2254,180146.9
2255,190244.95
2256,193567.98
2257,196839.44
2258,176419.16
2259,177261.4
2260,168799.78
2261,201645.78
2262,232150.11
2263,342270.22
2264,439983.9
2265,173908.45
2266,268440.56
2267,369415.16
2268,383569.0
2269,144988.89
2270,186923.78
2271,238078.69
2272,202339.77
2273,157812.02
2274,171019.8
2275,164963.66
2276,181806.45
2277,185434.2
2278,145799.34
2279,120763.86
2280,125592.016
2281,166288.05
2282,179344.81
2283,106845.83
2284,102963.33
2285,155404.25
2286,120613.695
2287,332351.56
2288,266641.56
2289,405482.0
2290,420294.34
2291,315465.94
2292,404101.16
2293,457903.5
2294,411831.9
2295,420322.84
2296,291575.44
2297,310167.75
2298,312132.25
2299,403821.97
2300,322672.53
2301,271510.38
2302,240361.86
2303,241168.67
2304,244296.62
2305,174366.12
2306,175710.28
2307,181089.28
2308,228361.56
2309,263571.25
2310,215911.98
2311,187252.06
2312,181099.8
2313,177224.97
2314,179270.84
2315,179451.25
2316,180660.14
2317,173478.77
2318,179948.72
2319,185867.4
2320,218757.22
2321,248488.92
2322,175825.88
2323,172743.03
2324,165065.73
2325,204811.02
2326,163092.4
2327,207456.67
2328,224169.67
2329,187060.38
2330,177536.81
2331,370020.6
2332,413732.1
2333,324014.9
2334,258808.6
2335,267959.0
2336,331647.16
2337,212995.34
2338,288900.66
2339,225709.92
2340,395551.66
2341,211029.98
2342,237061.06
2343,215524.77
2344,230792.69
2345,246134.62
2346,230926.56
2347,189537.17
2348,234381.53
2349,169868.06
2350,268404.88
2351,239869.94
2352,258094.19
2353,235074.19
2354,145562.0
2355,166107.58
2356,151828.28
2357,192379.47
2358,194165.8
2359,123164.22
2360,112350.03
2361,136355.84
2362,276543.3
2363,135758.06
2364,178766.86
2365,224802.38
2366,210550.94
2367,219295.06
2368,194423.42
2369,224186.9
2370,164391.73
2371,160026.84
2372,181038.14
2373,278803.0
2374,295211.7
2375,241736.33
2376,278864.84
2377,388312.53
2378,137290.75
2379,188919.39
2380,141808.36
2381,153050.47
2382,199551.72
2383,200511.44
2384,239000.23
2385,166929.38
2386,138556.92
2387,138258.4
2388,112106.45
2389,139939.44
2390,147407.12
2391,143557.69
2392,115263.04
2393,167834.36
2394,138308.11
2395,206798.75
2396,136372.58
2397,227407.05
2398,135739.81
2399,56273.098
2400,56618.78
2401,111946.03
2402,133808.47
2403,130229.33
2404,149312.03
2405,158753.98
2406,147369.3
2407,125820.79
2408,138111.19
2409,124934.27
2410,173430.56
2411,120552.29
2412,155983.42
2413,127247.33
2414,134688.3
2415,130229.33
2416,135453.1
2417,136290.19
2418,131470.0
2419,117159.71
2420,120847.6
2421,140033.03
2422,113646.87
2423,130070.39
2424,163345.73
2425,252062.78
2426,142531.73
2427,132150.22
2428,192262.67
2429,120210.55
2430,134785.17
2431,99520.664
2432,139731.62
2433,145315.0
2434,133700.89
2435,136811.38
2436,105613.016
2437,101053.52
2438,121589.84
2439,114672.586
2440,120242.42
2441,105586.766
2442,104061.375
2443,126279.11
2444,123839.46
2445,74382.41
2446,130231.016
2447,193099.16
2448,145302.39
2449,98099.13
2450,141935.0
2451,121482.664
2452,196944.72
2453,105054.6
2454,122698.625
2455,127343.63
2456,132412.67
2457,116514.625
2458,117838.055
2459,105702.72
2460,126818.77
2461,105655.63
2462,125845.195
2463,119532.01
2464,166634.0
2465,124860.47
2466,101053.59
2467,150778.31
2468,72513.12
2469,62952.504
2470,190793.16
2471,227789.56
2472,163915.3
2473,119203.77
2474,81449.555
2475,219356.3
2476,109113.47
2477,123473.83
2478,161479.88
2479,107641.96
2480,153155.92
2481,124796.95
2482,127143.33
2483,115046.914
2484,118068.664
2485,125881.34
2486,152179.23
2487,194392.94
2488,160792.69
2489,150155.64
2490,162860.47
2491,111218.09
2492,178323.66
2493,154883.75
2494,176729.58
2495,101412.25
2496,254946.88
2497,150645.95
2498,107468.445
2499,111559.664
2500,117386.45
2501,132713.23
2502,152380.19
2503,90870.0
2504,198431.17
2505,223779.72
2506,263566.56
2507,335300.1
2508,263089.28
2509,215901.44
2510,230180.0
2511,182662.7
2512,209272.92
2513,202457.8
2514,250319.1
2515,150097.42
2516,164652.44
2517,143637.98
2518,152118.88
2519,213994.53
2520,209134.28
2521,190501.53
2522,214709.62
2523,127952.54
2524,140095.34
2525,146990.38
2526,133420.28
2527,118268.055
2528,132095.2
2529,123771.41
2530,125536.195
2531,250797.06
2532,224695.88
2533,194246.86
2534,229175.52
2535,332192.6
2536,242269.4
2537,235649.17
2538,188853.1
2539,190846.61
2540,168732.64
2541,190414.92
2542,160100.12
2543,128002.2
2544,129517.8
2545,133162.12
2546,137698.88
2547,146670.8
2548,162248.42
2549,152180.36
2550,252947.64
2551,141898.9
2552,130108.69
2553,75132.66
2554,119090.3
2555,128260.08
2556,106729.13
2557,112893.65
2558,182673.16
2559,122811.125
2560,125484.62
2561,136449.44
2562,121384.625
2563,131942.3
2564,184068.4
2565,136338.25
2566,142470.92
2567,108648.55
2568,196783.84
2569,188800.95
2570,133147.84
2571,174438.53
2572,193984.11
2573,212675.86
2574,267518.5
2575,130643.23
2576,127304.055
2577,153008.84
2578,85935.38
2579,79073.03
2580,123741.65
2581,135710.94
2582,119777.914
2583,273389.72
2584,163622.98
2585,171752.45
2586,218349.23
2587,220279.0
2588,155695.33
2589,152544.58
2590,208793.3
2591,213182.38
2592,200804.84
2593,244027.86
2594,166230.7
2595,219204.25
2596,332563.06
2597,184028.44
2598,273835.75
2599,299530.06
2600,173578.7
2601,154798.16
2602,81981.18
2603,93718.25
2604,87757.59
2605,76879.11
2606,141976.19
2607,195733.19
2608,227763.06
2609,163772.78
2610,107939.805
2611,155350.19
2612,149064.73
2613,131482.25
2614,129390.625
2615,146341.2
2616,153254.8
2617,183093.66
2618,196006.42
2619,182521.9
2620,188964.22
2621,182356.78
2622,183939.1
2623,252954.22
2624,277667.56
2625,339333.97
2626,172026.25
2627,192747.6
2628,415698.16
2629,501229.34
2630,353633.03
2631,428125.06
2632,416195.78
2633,306488.5
2634,387874.9
2635,158216.12
2636,179558.95
2637,177767.28
2638,245926.94
2639,190450.14
2640,149477.3
2641,103919.84
2642,184249.86
2643,107194.586
2644,132635.81
2645,102121.016
2646,95628.53
2647,103398.875
2648,148161.02
2649,143276.7
2650,146455.08
2651,139372.19
2652,421088.5
2653,251930.22
2654,234012.89
2655,377326.38
2656,346637.1
2657,340777.12
2658,276090.0
2659,323422.12
2660,343988.56
2661,341151.88
2662,338850.06
2663,269438.4
2664,255846.19
2665,299478.16
2666,264654.8
2667,165649.73
2668,187151.36
2669,166701.92
2670,288177.72
2671,188381.67
2672,180114.6
2673,208978.48
2674,202613.77
2675,164183.34
2676,190566.9
2677,193120.31
2678,254876.17
2679,271253.72
2680,295598.4
2681,417050.2
2682,350065.94
2683,540455.75
2684,316862.1
2685,354771.97
2686,238634.56
2687,316692.2
2688,224150.47
2689,222791.17
2690,441896.06
2691,177635.05
2692,146833.16
2693,187629.58
2694,148737.97
2695,195243.4
2696,192489.44
2697,183005.28
2698,192879.52
2699,165716.62
2700,160915.72
2701,153470.52
2702,114406.52
2703,145084.53
2704,146789.75
2705,119465.1
2706,120816.945
2707,126986.266
2708,134445.97
2709,112343.555
2710,129527.63
2711,286915.03
2712,366177.53
2713,171669.4
2714,152829.95
2715,158930.22
2716,147208.19
2717,185756.31
2718,224260.36
2719,149536.73
2720,169998.58
2721,130599.23
2722,147660.55
2723,162348.84
2724,126897.34
2725,132344.52
2726,139398.61
2727,189808.44
2728,161670.44
2729,147850.1
2730,140999.83
2731,131554.73
2732,120978.18
2733,164395.81
2734,145321.2
2735,124730.22
2736,128786.75
2737,122617.516
2738,131842.06
2739,165164.14
2740,140772.53
2741,142202.48
2742,150235.53
2743,144996.12
2744,161044.61
2745,144523.12
2746,139313.03
2747,157409.48
2748,123643.73
2749,131284.56
2750,133644.06
2751,132206.55
2752,222307.06
2753,145576.22
2754,236035.38
2755,124000.695
2756,106529.63
2757,73480.73
2758,82265.9
2759,153515.8
2760,121508.25
2761,145733.89
2762,135370.8
2763,198325.9
2764,164500.78
2765,286523.34
2766,134887.6
2767,97197.984
2768,120263.15
2769,131231.53
2770,158138.66
2771,116498.99
2772,114792.91
2773,143167.36
2774,134657.88
2775,117248.95
2776,135611.27
2777,142145.4
2778,133712.08
2779,118063.555
2780,110528.95
2781,98947.016
2782,83398.14
2783,90523.19
2784,122533.484
2785,129949.88
2786,76878.016
2787,130840.19
2788,67648.375
2789,198652.16
2790,86412.984
2791,115679.91
2792,54020.836
2793,169088.62
2794,89403.1
2795,101946.94
2796,95119.984
2797,210175.98
2798,117500.77
2799,109095.65
2800,77821.12
2801,120169.1
2802,137899.1
2803,156167.75
2804,156850.16
2805,111806.25
2806,71185.68
2807,164537.14
2808,151940.48
2809,140914.3
2810,133169.92
2811,151943.08
2812,150828.56
2813,152611.28
2814,151958.86
2815,110700.625
2816,228687.73
2817,146277.62
2818,129717.69
2819,163277.19
2820,133095.7
2821,104583.52
2822,198141.53
2823,298872.8
2824,155097.92
2825,173032.4
2826,131449.0
2827,141419.86
2828,206613.34
2829,199130.12
2830,230132.39
2831,192147.27
2832,224883.48
2833,282258.94
2834,208294.62
2835,202361.88
2836,196490.92
2837,163458.55
2838,152314.73
2839,182588.4
2840,201404.25
2841,203672.44
2842,218279.0
2843,147529.98
2844,155305.12
2845,120583.55
2846,206513.88
2847,196374.14
2848,228828.11
2849,201168.58
2850,299577.78
2851,234558.48
2852,244606.16
2853,229495.5
2854,140954.19
2855,197077.25
2856,203598.84
2857,196591.94
2858,200207.27
2859,113693.016
2860,119912.04
2861,135523.61
2862,188126.78
2863,136766.23
2864,232120.08
2865,139747.62
2866,159778.23
2867,95274.08
2868,91072.22
2869,110032.76
2870,148705.42
2871,94752.57
2872,51664.633
2873,105137.96
2874,132437.38
2875,121295.984
2876,177765.27
2877,130534.64
2878,175585.78
2879,132199.7
2880,102642.79
2881,148774.61
2882,152790.5
2883,182942.62
2884,204278.81
2885,173584.83
2886,201210.36
2887,118687.555
2888,128446.47
2889,64411.867
2890,86393.28
2891,134824.52
2892,77372.94
2893,107456.484
2894,67625.66
2895,297110.34
2896,273389.44
2897,204110.47
2898,163693.39
2899,223952.47
2900,151314.73
2901,207957.86
2902,187394.12
2903,360797.2
2904,343272.62
2905,127217.78
2906,210899.28
2907,112652.15
2908,136562.38
2909,139799.16
2910,82707.695
2911,81981.18
2912,140539.44
2913,89427.93
2914,72642.336
2915,79134.82
2916,82764.88
2917,184519.77
2918,126371.52
2919,236173.05
